Season,MatchID,Sum of MatchWeek,HomeTeam,AwayTeam,Sum of FullTimeHomeTeamGoals,Sum of FullTimeAwayTeamGoals,FullTimeResult,Sum of HomeTeamPoints,Sum of AwayTeamPoints
1993-1994,1993-1994_Southampton_Liverpool,23,Southampton,Liverpool,4,2,H,3,0
1993-1994,1993-1994_Southampton_Man United,3,Southampton,Man United,1,3,A,0,3
1993-1994,1993-1994_Southampton_Newcastle,9,Southampton,Newcastle,2,1,H,3,0
1993-1994,1993-1994_Southampton_Norwich,18,Southampton,Norwich,0,1,A,0,3
1993-1994,1993-1994_Southampton_Oldham,32,Southampton,Oldham,1,3,A,0,3
1993-1994,1993-1994_Southampton_QPR,15,Southampton,QPR,0,1,A,0,3
1993-1994,1993-1994_Southampton_Sheffield United,7,Southampton,Sheffield United,3,3,D,1,1
1993-1994,1993-1994_Southampton_Sheffield Weds,28,Southampton,Sheffield Weds,1,1,D,1,1
1993-1994,1993-1994_Southampton_Swindon,2,Southampton,Swindon,5,1,H,3,0
1993-1994,1993-1994_Southampton_Tottenham,11,Southampton,Tottenham,1,0,H,3,0
1993-1994,1993-1994_Southampton_West Ham,13,Southampton,West Ham,0,2,A,0,3
1993-1994,1993-1994_Southampton_Wimbledon,26,Southampton,Wimbledon,1,0,H,3,0
1993-1994,1993-1994_Swindon_Arsenal,17,Swindon,Arsenal,0,4,A,0,3
1993-1994,1993-1994_Swindon_Aston Villa,10,Swindon,Aston Villa,1,2,A,0,3
1993-1994,1993-1994_Swindon_Blackburn,7,Swindon,Blackburn,1,3,A,0,3
1993-1994,1993-1994_Swindon_Chelsea,18,Swindon,Chelsea,1,3,A,0,3
1993-1994,1993-1994_Swindon_Coventry,22,Swindon,Coventry,3,1,H,3,0
1993-1994,1993-1994_Swindon_Everton,8,Swindon,Everton,1,1,D,1,1
1993-1994,1993-1994_Swindon_Ipswich,12,Swindon,Ipswich,2,2,D,1,1
1993-1994,1993-1994_Swindon_Liverpool,2,Swindon,Liverpool,0,5,A,0,3
1993-1994,1993-1994_Swindon_Man City,3,Swindon,Man City,1,3,A,0,3
1993-1994,1993-1994_Swindon_Man United,30,Swindon,Man United,2,2,D,1,1
1993-1994,1993-1994_Swindon_Newcastle,5,Swindon,Newcastle,2,2,D,1,1
1993-1994,1993-1994_Swindon_Norwich,24,Swindon,Norwich,3,3,D,1,1
1993-1994,1993-1994_Swindon_Oldham,1,Swindon,Oldham,0,1,A,0,3
1993-1994,1993-1994_Swindon_QPR,12,Swindon,QPR,1,0,H,3,0
1993-1994,1993-1994_Swindon_Sheffield United,14,Swindon,Sheffield United,0,0,D,1,1
1993-1994,1993-1994_Swindon_Southampton,16,Swindon,Southampton,2,1,H,3,0
1993-1994,1993-1994_Swindon_Tottenham,21,Swindon,Tottenham,2,1,H,3,0
1993-1994,1993-1994_Swindon_West Ham,27,Swindon,West Ham,1,1,D,1,1
1993-1994,1993-1994_Tottenham_Arsenal,1,Tottenham,Arsenal,0,1,A,0,3
1993-1994,1993-1994_Tottenham_Aston Villa,26,Tottenham,Aston Villa,1,1,D,1,1
1993-1994,1993-1994_Tottenham_Blackburn,23,Tottenham,Blackburn,0,2,A,0,3
1993-1994,1993-1994_Tottenham_Chelsea,3,Tottenham,Chelsea,1,1,D,1,1
1993-1994,1993-1994_Tottenham_Coventry,18,Tottenham,Coventry,1,2,A,0,3
1993-1994,1993-1994_Tottenham_Everton,7,Tottenham,Everton,3,2,H,3,0
1993-1994,1993-1994_Tottenham_Ipswich,30,Tottenham,Ipswich,1,1,D,1,1
1993-1994,1993-1994_Tottenham_Leeds,12,Tottenham,Leeds,1,1,D,1,1
1993-1994,1993-1994_Tottenham_Liverpool,16,Tottenham,Liverpool,3,3,D,1,1
1993-1994,1993-1994_Tottenham_Man City,2,Tottenham,Man City,1,0,H,3,0
1993-1994,1993-1994_Tottenham_Man United,20,Tottenham,Man United,0,1,A,0,3
1993-1994,1993-1994_Tottenham_Newcastle,14,Tottenham,Newcastle,1,2,A,0,3
1993-1994,1993-1994_Tottenham_Norwich,17,Tottenham,Norwich,1,3,A,0,3
1993-1994,1993-1994_Tottenham_Oldham,5,Tottenham,Oldham,5,0,H,3,0
1993-1994,1993-1994_Tottenham_Sheffield United,27,Tottenham,Sheffield United,2,2,D,1,1
1993-1994,1993-1994_Tottenham_Sheffield Weds,22,Tottenham,Sheffield Weds,1,3,A,0,3
1993-1994,1993-1994_Tottenham_Swindon,9,Tottenham,Swindon,1,1,D,1,1
1993-1994,1993-1994_Tottenham_Wimbledon,12,Tottenham,Wimbledon,1,1,D,1,1
1993-1994,1993-1994_West Ham_Arsenal,12,West Ham,Arsenal,0,0,D,1,1
1993-1994,1993-1994_West Ham_Aston Villa,8,West Ham,Aston Villa,0,0,D,1,1
1993-1994,1993-1994_West Ham_Chelsea,7,West Ham,Chelsea,1,0,H,3,0
1993-1994,1993-1994_West Ham_Coventry,15,West Ham,Coventry,3,2,H,3,0
1993-1994,1993-1994_West Ham_Leeds,14,West Ham,Leeds,0,1,A,0,3
1993-1994,1993-1994_West Ham_Man City,10,West Ham,Man City,3,1,H,3,0
1993-1994,1993-1994_West Ham_Man United,26,West Ham,Man United,2,2,D,1,1
1993-1994,1993-1994_West Ham_Newcastle,30,West Ham,Newcastle,2,4,A,0,3
1993-1994,1993-1994_West Ham_Norwich,21,West Ham,Norwich,3,3,D,1,1
1993-1994,1993-1994_West Ham_Oldham,12,West Ham,Oldham,2,0,H,3,0
1993-1994,1993-1994_West Ham_QPR,3,West Ham,QPR,0,4,A,0,3
1993-1994,1993-1994_West Ham_Sheffield United,19,West Ham,Sheffield United,0,0,D,1,1
1993-1994,1993-1994_West Ham_Sheffield Weds,2,West Ham,Sheffield Weds,2,0,H,3,0
1993-1994,1993-1994_West Ham_Swindon,4,West Ham,Swindon,0,0,D,1,1
1993-1994,1993-1994_West Ham_Tottenham,17,West Ham,Tottenham,1,3,A,0,3
1993-1994,1993-1994_West Ham_Wimbledon,1,West Ham,Wimbledon,0,2,A,0,3
1993-1994,1993-1994_Wimbledon_Arsenal,18,Wimbledon,Arsenal,0,3,A,0,3
1993-1994,1993-1994_Wimbledon_Aston Villa,2,Wimbledon,Aston Villa,2,2,D,1,1
1993-1994,1993-1994_Wimbledon_Blackburn,32,Wimbledon,Blackburn,4,1,H,3,0
1993-1994,1993-1994_Wimbledon_Chelsea,1,Wimbledon,Chelsea,1,1,D,1,1
1993-1994,1993-1994_Wimbledon_Coventry,17,Wimbledon,Coventry,1,2,A,0,3
1993-1994,1993-1994_Wimbledon_Everton,13,Wimbledon,Everton,1,1,D,1,1
1993-1994,1993-1994_Wimbledon_Ipswich,9,Wimbledon,Ipswich,0,2,A,0,3
1993-1994,1993-1994_Wimbledon_Leeds,31,Wimbledon,Leeds,1,0,H,3,0
1993-1994,1993-1994_Wimbledon_Man City,5,Wimbledon,Man City,1,0,H,3,0
1993-1994,1993-1994_Wimbledon_Newcastle,23,Wimbledon,Newcastle,4,2,H,3,0
1993-1994,1993-1994_Wimbledon_Norwich,27,Wimbledon,Norwich,3,1,H,3,0
1993-1994,1993-1994_Wimbledon_QPR,6,Wimbledon,QPR,1,1,D,1,1
1993-1994,1993-1994_Wimbledon_Sheffield United,16,Wimbledon,Sheffield United,2,0,H,3,0
1993-1994,1993-1994_Wimbledon_Sheffield Weds,20,Wimbledon,Sheffield Weds,2,1,H,3,0
1993-1994,1993-1994_Wimbledon_Southampton,3,Wimbledon,Southampton,1,0,H,3,0
1993-1994,1993-1994_Wimbledon_Swindon,11,Wimbledon,Swindon,3,0,H,3,0
1993-1994,1993-1994_Wimbledon_West Ham,14,Wimbledon,West Ham,1,2,A,0,3
1994-1995,1994-1995_Arsenal_Aston Villa,18,Arsenal,Aston Villa,0,0,D,1,1
1994-1995,1994-1995_Arsenal_Blackburn,2,Arsenal,Blackburn,0,0,D,1,1
1994-1995,1994-1995_Arsenal_Chelsea,8,Arsenal,Chelsea,3,1,H,3,0
1994-1995,1994-1995_Arsenal_Coventry,9,Arsenal,Coventry,2,1,H,3,0
1994-1995,1994-1995_Arsenal_Crystal Palace,6,Arsenal,Crystal Palace,1,2,A,0,3
1994-1995,1994-1995_Arsenal_Everton,21,Arsenal,Everton,1,1,D,1,1
1994-1995,1994-1995_Arsenal_Leeds,17,Arsenal,Leeds,1,3,A,0,3
1994-1995,1994-1995_Arsenal_Leicester,24,Arsenal,Leicester,1,1,D,1,1
1994-1995,1994-1995_Arsenal_Man City,1,Arsenal,Man City,3,0,H,3,0
1994-1995,1994-1995_Arsenal_Man United,14,Arsenal,Man United,0,0,D,1,1
1994-1995,1994-1995_Arsenal_Newcastle,4,Arsenal,Newcastle,2,3,A,0,3
1994-1995,1994-1995_Arsenal_Norwich,31,Arsenal,Norwich,5,1,H,3,0
1994-1995,1994-1995_Arsenal_Nott'm Forest,25,Arsenal,Nott'm Forest,1,0,H,3,0
1994-1995,1994-1995_Arsenal_QPR,19,Arsenal,QPR,1,3,A,0,3
1994-1995,1994-1995_Arsenal_Sheffield Weds,11,Arsenal,Sheffield Weds,0,0,D,1,1
1994-1995,1994-1995_Arsenal_Southampton,22,Arsenal,Southampton,1,1,D,1,1
1994-1995,1994-1995_Arsenal_West Ham,27,Arsenal,West Ham,0,1,A,0,3
1994-1995,1994-1995_Aston Villa_Blackburn,27,Aston Villa,Blackburn,0,1,A,0,3
1994-1995,1994-1995_Aston Villa_Chelsea,18,Aston Villa,Chelsea,3,0,H,3,0
1994-1995,1994-1995_Aston Villa_Coventry,27,Aston Villa,Coventry,0,0,D,1,1
1994-1995,1994-1995_Aston Villa_Crystal Palace,2,Aston Villa,Crystal Palace,1,1,D,1,1
1994-1995,1994-1995_Aston Villa_Everton,16,Aston Villa,Everton,0,0,D,1,1
1994-1995,1994-1995_Aston Villa_Ipswich,3,Aston Villa,Ipswich,2,0,H,3,0
1994-1995,1994-1995_Aston Villa_Leeds,20,Aston Villa,Leeds,0,0,D,1,1
1994-1995,1994-1995_Aston Villa_Leicester,25,Aston Villa,Leicester,4,4,D,1,1
1994-1995,1994-1995_Aston Villa_Man United,11,Aston Villa,Man United,1,2,A,0,3
1994-1995,1994-1995_Aston Villa_Newcastle,6,Aston Villa,Newcastle,0,2,A,0,3
1994-1995,1994-1995_Aston Villa_Norwich,8,Aston Villa,Norwich,1,1,D,1,1
1994-1995,1994-1995_Aston Villa_Nott'm Forest,9,Aston Villa,Nott'm Forest,0,2,A,0,3
1994-1995,1994-1995_Aston Villa_QPR,21,Aston Villa,QPR,2,1,H,3,0
1994-1995,1994-1995_Aston Villa_Sheffield Weds,14,Aston Villa,Sheffield Weds,1,1,D,1,1
1994-1995,1994-1995_Aston Villa_Southampton,1,Aston Villa,Southampton,1,1,D,1,1
1994-1995,1994-1995_Aston Villa_Tottenham,22,Aston Villa,Tottenham,1,0,H,3,0
1994-1995,1994-1995_Aston Villa_West Ham,30,Aston Villa,West Ham,0,2,A,0,3
1994-1995,1994-1995_Aston Villa_Wimbledon,24,Aston Villa,Wimbledon,7,1,H,3,0
1994-1995,1994-1995_Blackburn_Arsenal,27,Blackburn,Arsenal,3,1,H,3,0
1994-1995,1994-1995_Blackburn_Aston Villa,5,Blackburn,Aston Villa,3,1,H,3,0
1994-1995,1994-1995_Blackburn_Chelsea,30,Blackburn,Chelsea,2,1,H,3,0
1994-1995,1994-1995_Blackburn_Coventry,2,Blackburn,Coventry,4,0,H,3,0
1994-1995,1994-1995_Blackburn_Everton,3,Blackburn,Everton,3,0,H,3,0
1994-1995,1994-1995_Blackburn_Ipswich,22,Blackburn,Ipswich,4,1,H,3,0
1994-1995,1994-1995_Blackburn_Leeds,22,Blackburn,Leeds,1,1,D,1,1
1994-1995,1994-1995_Blackburn_Leicester,1,Blackburn,Leicester,3,0,H,3,0
1994-1995,1994-1995_Blackburn_Liverpool,8,Blackburn,Liverpool,3,2,H,3,0
1994-1995,1994-1995_Blackburn_Man United,9,Blackburn,Man United,2,4,A,0,3
1994-1995,1994-1995_Blackburn_Norwich,26,Blackburn,Norwich,0,0,D,1,1
1994-1995,1994-1995_Blackburn_Nott'm Forest,21,Blackburn,Nott'm Forest,3,0,H,3,0
1994-1995,1994-1995_Blackburn_QPR,14,Blackburn,QPR,4,0,H,3,0
1994-1995,1994-1995_Blackburn_Sheffield Weds,24,Blackburn,Sheffield Weds,3,1,H,3,0
1994-1995,1994-1995_Blackburn_Southampton,16,Blackburn,Southampton,3,2,H,3,0
1994-1995,1994-1995_Blackburn_Tottenham,11,Blackburn,Tottenham,2,0,H,3,0
1994-1995,1994-1995_Blackburn_West Ham,20,Blackburn,West Ham,4,2,H,3,0
1994-1995,1994-1995_Blackburn_Wimbledon,25,Blackburn,Wimbledon,2,1,H,3,0
1994-1995,1994-1995_Chelsea_Blackburn,4,Chelsea,Blackburn,1,2,A,0,3
1994-1995,1994-1995_Chelsea_Coventry,11,Chelsea,Coventry,2,2,D,1,1
1994-1995,1994-1995_Chelsea_Crystal Palace,27,Chelsea,Crystal Palace,0,0,D,1,1
1994-1995,1994-1995_Chelsea_Everton,14,Chelsea,Everton,0,1,A,0,3
1994-1995,1994-1995_Chelsea_Ipswich,9,Chelsea,Ipswich,2,0,H,3,0
1994-1995,1994-1995_Chelsea_Leeds,28,Chelsea,Leeds,0,3,A,0,3
1994-1995,1994-1995_Chelsea_Leicester,7,Chelsea,Leicester,4,0,H,3,0
1994-1995,1994-1995_Chelsea_Liverpool,17,Chelsea,Liverpool,0,0,D,1,1
1994-1995,1994-1995_Chelsea_Man City,2,Chelsea,Man City,3,0,H,3,0
1994-1995,1994-1995_Chelsea_Man United,18,Chelsea,Man United,2,3,A,0,3
1994-1995,1994-1995_Chelsea_Newcastle,31,Chelsea,Newcastle,1,1,D,1,1
1994-1995,1994-1995_Chelsea_Norwich,1,Chelsea,Norwich,2,0,H,3,0
1994-1995,1994-1995_Chelsea_Nott'm Forest,22,Chelsea,Nott'm Forest,0,2,A,0,3
1994-1995,1994-1995_Chelsea_Sheffield Weds,21,Chelsea,Sheffield Weds,1,1,D,1,1
1994-1995,1994-1995_Chelsea_Tottenham,24,Chelsea,Tottenham,1,1,D,1,1
1994-1995,1994-1995_Chelsea_West Ham,6,Chelsea,West Ham,1,2,A,0,3
1994-1995,1994-1995_Chelsea_Wimbledon,19,Chelsea,Wimbledon,1,1,D,1,1
1994-1995,1994-1995_Coventry_Arsenal,22,Coventry,Arsenal,0,1,A,0,3
1994-1995,1994-1995_Coventry_Aston Villa,2,Coventry,Aston Villa,0,1,A,0,3
1994-1995,1994-1995_Coventry_Blackburn,28,Coventry,Blackburn,1,1,D,1,1
1994-1995,1994-1995_Coventry_Chelsea,23,Coventry,Chelsea,2,2,D,1,1
1994-1995,1994-1995_Coventry_Crystal Palace,10,Coventry,Crystal Palace,1,4,A,0,3
1994-1995,1994-1995_Coventry_Ipswich,7,Coventry,Ipswich,2,0,H,3,0
1994-1995,1994-1995_Coventry_Leeds,4,Coventry,Leeds,2,1,H,3,0
1994-1995,1994-1995_Coventry_Leicester,26,Coventry,Leicester,4,2,H,3,0
1994-1995,1994-1995_Coventry_Liverpool,15,Coventry,Liverpool,1,1,D,1,1
1994-1995,1994-1995_Coventry_Man City,10,Coventry,Man City,1,0,H,3,0
1994-1995,1994-1995_Coventry_Newcastle,17,Coventry,Newcastle,0,0,D,1,1
1994-1995,1994-1995_Coventry_Norwich,13,Coventry,Norwich,1,0,H,3,0
1994-1995,1994-1995_Coventry_Nott'm Forest,18,Coventry,Nott'm Forest,0,0,D,1,1
1994-1995,1994-1995_Coventry_QPR,31,Coventry,QPR,0,1,A,0,3
1994-1995,1994-1995_Coventry_Southampton,5,Coventry,Southampton,1,3,A,0,3
1994-1995,1994-1995_Coventry_Tottenham,19,Coventry,Tottenham,0,4,A,0,3
1994-1995,1994-1995_Coventry_West Ham,24,Coventry,West Ham,2,0,H,3,0
1994-1995,1994-1995_Coventry_Wimbledon,1,Coventry,Wimbledon,1,1,D,1,1
1994-1995,1994-1995_Crystal Palace_Arsenal,26,Crystal Palace,Arsenal,0,3,A,0,3
1994-1995,1994-1995_Crystal Palace_Blackburn,19,Crystal Palace,Blackburn,0,1,A,0,3
1994-1995,1994-1995_Crystal Palace_Chelsea,5,Crystal Palace,Chelsea,0,1,A,0,3
1994-1995,1994-1995_Crystal Palace_Coventry,24,Crystal Palace,Coventry,0,2,A,0,3
1994-1995,1994-1995_Crystal Palace_Everton,9,Crystal Palace,Everton,1,0,H,3,0
1994-1995,1994-1995_Crystal Palace_Ipswich,11,Crystal Palace,Ipswich,3,0,H,3,0
1994-1995,1994-1995_Crystal Palace_Leeds,2,Crystal Palace,Leeds,1,2,A,0,3
1994-1995,1994-1995_Crystal Palace_Leicester,21,Crystal Palace,Leicester,2,0,H,3,0
1994-1995,1994-1995_Crystal Palace_Liverpool,1,Crystal Palace,Liverpool,1,6,A,0,3
1994-1995,1994-1995_Crystal Palace_Man City,31,Crystal Palace,Man City,2,1,H,3,0
1994-1995,1994-1995_Crystal Palace_Man United,22,Crystal Palace,Man United,1,1,D,1,1
1994-1995,1994-1995_Crystal Palace_Newcastle,8,Crystal Palace,Newcastle,0,1,A,0,3
1994-1995,1994-1995_Crystal Palace_Norwich,17,Crystal Palace,Norwich,0,1,A,0,3
1994-1995,1994-1995_Crystal Palace_QPR,18,Crystal Palace,QPR,0,0,D,1,1
1994-1995,1994-1995_Crystal Palace_Sheffield Weds,29,Crystal Palace,Sheffield Weds,2,1,H,3,0
1994-1995,1994-1995_Crystal Palace_Southampton,14,Crystal Palace,Southampton,0,0,D,1,1
1994-1995,1994-1995_Crystal Palace_Wimbledon,4,Crystal Palace,Wimbledon,0,0,D,1,1
1994-1995,1994-1995_Everton_Arsenal,10,Everton,Arsenal,1,1,D,1,1
1994-1995,1994-1995_Everton_Aston Villa,1,Everton,Aston Villa,2,2,D,1,1
1994-1995,1994-1995_Everton_Blackburn,31,Everton,Blackburn,1,2,A,0,3
1994-1995,1994-1995_Everton_Coventry,8,Everton,Coventry,0,2,A,0,3
1994-1995,1994-1995_Everton_Crystal Palace,22,Everton,Crystal Palace,3,1,H,3,0
1994-1995,1994-1995_Everton_Ipswich,19,Everton,Ipswich,4,1,H,3,0
1994-1995,1994-1995_Everton_Leeds,15,Everton,Leeds,3,0,H,3,0
1994-1995,1994-1995_Everton_Leicester,5,Everton,Leicester,1,1,D,1,1
1994-1995,1994-1995_Everton_Liverpool,13,Everton,Liverpool,2,0,H,3,0
1994-1995,1994-1995_Everton_Man City,29,Everton,Man City,1,1,D,1,1
1994-1995,1994-1995_Everton_Man United,26,Everton,Man United,1,0,H,3,0
1994-1995,1994-1995_Everton_Norwich,23,Everton,Norwich,2,1,H,3,0
1994-1995,1994-1995_Everton_Nott'm Forest,2,Everton,Nott'm Forest,1,2,A,0,3
1994-1995,1994-1995_Everton_QPR,4,Everton,QPR,2,2,D,1,1
1994-1995,1994-1995_Everton_Sheffield Weds,18,Everton,Sheffield Weds,1,4,A,0,3
1994-1995,1994-1995_Everton_Tottenham,17,Everton,Tottenham,0,0,D,1,1
1994-1995,1994-1995_Everton_West Ham,10,Everton,West Ham,1,0,H,3,0
1994-1995,1994-1995_Ipswich_Arsenal,18,Ipswich,Arsenal,0,2,A,0,3
1994-1995,1994-1995_Ipswich_Aston Villa,31,Ipswich,Aston Villa,0,1,A,0,3
1994-1995,1994-1995_Ipswich_Blackburn,13,Ipswich,Blackburn,1,3,A,0,3
1994-1995,1994-1995_Ipswich_Chelsea,22,Ipswich,Chelsea,2,2,D,1,1
1994-1995,1994-1995_Ipswich_Crystal Palace,23,Ipswich,Crystal Palace,0,2,A,0,3
1994-1995,1994-1995_Ipswich_Leeds,10,Ipswich,Leeds,2,0,H,3,0
1994-1995,1994-1995_Ipswich_Leicester,20,Ipswich,Leicester,4,1,H,3,0
1994-1995,1994-1995_Ipswich_Liverpool,10,Ipswich,Liverpool,1,3,A,0,3
1994-1995,1994-1995_Ipswich_Man City,15,Ipswich,Man City,1,2,A,0,3
1994-1995,1994-1995_Ipswich_Man United,5,Ipswich,Man United,3,2,H,3,0
1994-1995,1994-1995_Ipswich_Newcastle,26,Ipswich,Newcastle,0,2,A,0,3
1994-1995,1994-1995_Ipswich_Norwich,4,Ipswich,Norwich,1,2,A,0,3
1994-1995,1994-1995_Ipswich_Nott'm Forest,1,Ipswich,Nott'm Forest,0,1,A,0,3
1994-1995,1994-1995_Ipswich_Sheffield Weds,8,Ipswich,Sheffield Weds,1,2,A,0,3
1994-1995,1994-1995_Ipswich_Southampton,26,Ipswich,Southampton,2,1,H,3,0
1994-1995,1994-1995_Ipswich_Tottenham,2,Ipswich,Tottenham,1,3,A,0,3
1994-1995,1994-1995_Ipswich_Wimbledon,17,Ipswich,Wimbledon,2,2,D,1,1
1994-1995,1994-1995_Leeds_Arsenal,1,Leeds,Arsenal,1,0,H,3,0
1994-1995,1994-1995_Leeds_Chelsea,2,Leeds,Chelsea,2,3,A,0,3
1994-1995,1994-1995_Leeds_Coventry,30,Leeds,Coventry,3,0,H,3,0
1994-1995,1994-1995_Leeds_Everton,25,Leeds,Everton,1,0,H,3,0
1994-1995,1994-1995_Leeds_Leicester,9,Leeds,Leicester,2,1,H,3,0
1994-1995,1994-1995_Leeds_Liverpool,19,Leeds,Liverpool,0,2,A,0,3
1994-1995,1994-1995_Leeds_Man City,6,Leeds,Man City,2,0,H,3,0
1994-1995,1994-1995_Leeds_Man United,3,Leeds,Man United,2,1,H,3,0
1994-1995,1994-1995_Leeds_Newcastle,18,Leeds,Newcastle,0,0,D,1,1
1994-1995,1994-1995_Leeds_Nott'm Forest,14,Leeds,Nott'm Forest,1,0,H,3,0
1994-1995,1994-1995_Leeds_QPR,22,Leeds,QPR,4,0,H,3,0
1994-1995,1994-1995_Leeds_Sheffield Weds,27,Leeds,Sheffield Weds,0,1,A,0,3
1994-1995,1994-1995_Leeds_Southampton,21,Leeds,Southampton,0,0,D,1,1
1994-1995,1994-1995_Leeds_Tottenham,8,Leeds,Tottenham,1,1,D,1,1
1994-1995,1994-1995_Leeds_West Ham,16,Leeds,West Ham,2,2,D,1,1
1994-1995,1994-1995_Leeds_Wimbledon,11,Leeds,Wimbledon,3,1,H,3,0
1994-1995,1994-1995_Leicester_Arsenal,13,Leicester,Arsenal,2,1,H,3,0
1994-1995,1994-1995_Leicester_Aston Villa,15,Leicester,Aston Villa,1,1,D,1,1
1994-1995,1994-1995_Leicester_Blackburn,17,Leicester,Blackburn,0,0,D,1,1
1994-1995,1994-1995_Leicester_Coventry,6,Leicester,Coventry,2,2,D,1,1
1994-1995,1994-1995_Leicester_Crystal Palace,10,Leicester,Crystal Palace,0,1,A,0,3
1994-1995,1994-1995_Leicester_Everton,27,Leicester,Everton,2,2,D,1,1
1994-1995,1994-1995_Leicester_Leeds,29,Leicester,Leeds,1,3,A,0,3
1994-1995,1994-1995_Leicester_Liverpool,18,Leicester,Liverpool,1,2,A,0,3
1994-1995,1994-1995_Leicester_Man City,13,Leicester,Man City,0,1,A,0,3
1994-1995,1994-1995_Leicester_Newcastle,1,Leicester,Newcastle,1,3,A,0,3
1994-1995,1994-1995_Leicester_Nott'm Forest,28,Leicester,Nott'm Forest,2,4,A,0,3
1994-1995,1994-1995_Leicester_QPR,2,Leicester,QPR,1,1,D,1,1
1994-1995,1994-1995_Leicester_Sheffield Weds,19,Leicester,Sheffield Weds,0,1,A,0,3
1994-1995,1994-1995_Leicester_Southampton,8,Leicester,Southampton,4,3,H,3,0
1994-1995,1994-1995_Leicester_Tottenham,4,Leicester,Tottenham,3,1,H,3,0
1994-1995,1994-1995_Leicester_West Ham,23,Leicester,West Ham,1,2,A,0,3
1994-1995,1994-1995_Leicester_Wimbledon,31,Leicester,Wimbledon,3,4,A,0,3
1994-1995,1994-1995_Liverpool_Arsenal,2,Liverpool,Arsenal,3,0,H,3,0
1994-1995,1994-1995_Liverpool_Aston Villa,7,Liverpool,Aston Villa,3,2,H,3,0
1994-1995,1994-1995_Liverpool_Chelsea,12,Liverpool,Chelsea,3,1,H,3,0
1994-1995,1994-1995_Liverpool_Coventry,29,Liverpool,Coventry,2,3,A,0,3
1994-1995,1994-1995_Liverpool_Crystal Palace,16,Liverpool,Crystal Palace,0,0,D,1,1
1994-1995,1994-1995_Liverpool_Everton,22,Liverpool,Everton,0,0,D,1,1
1994-1995,1994-1995_Liverpool_Ipswich,21,Liverpool,Ipswich,0,1,A,0,3
1994-1995,1994-1995_Liverpool_Man City,18,Liverpool,Man City,2,0,H,3,0
1994-1995,1994-1995_Liverpool_Man United,30,Liverpool,Man United,2,0,H,3,0
1994-1995,1994-1995_Liverpool_Newcastle,27,Liverpool,Newcastle,2,0,H,3,0
1994-1995,1994-1995_Liverpool_Norwich,20,Liverpool,Norwich,4,0,H,3,0
1994-1995,1994-1995_Liverpool_Nott'm Forest,11,Liverpool,Nott'm Forest,1,0,H,3,0
1994-1995,1994-1995_Liverpool_QPR,24,Liverpool,QPR,1,1,D,1,1
1994-1995,1994-1995_Liverpool_Sheffield Weds,6,Liverpool,Sheffield Weds,4,1,H,3,0
1994-1995,1994-1995_Liverpool_Tottenham,14,Liverpool,Tottenham,1,1,D,1,1
1994-1995,1994-1995_Liverpool_West Ham,3,Liverpool,West Ham,0,0,D,1,1
1994-1995,1994-1995_Liverpool_Wimbledon,9,Liverpool,Wimbledon,3,0,H,3,0
1994-1995,1994-1995_Man City_Arsenal,16,Man City,Arsenal,1,2,A,0,3
1994-1995,1994-1995_Man City_Aston Villa,19,Man City,Aston Villa,2,2,D,1,1
1994-1995,1994-1995_Man City_Blackburn,18,Man City,Blackburn,1,3,A,0,3
1994-1995,1994-1995_Man City_Chelsea,27,Man City,Chelsea,1,2,A,0,3
1994-1995,1994-1995_Man City_Coventry,21,Man City,Coventry,0,0,D,1,1
1994-1995,1994-1995_Man City_Crystal Palace,3,Man City,Crystal Palace,1,1,D,1,1
1994-1995,1994-1995_Man City_Everton,2,Man City,Everton,4,0,H,3,0
1994-1995,1994-1995_Man City_Ipswich,25,Man City,Ipswich,2,0,H,3,0
1994-1995,1994-1995_Man City_Leeds,26,Man City,Leeds,0,0,D,1,1
1994-1995,1994-1995_Man City_Leicester,22,Man City,Leicester,0,1,A,0,3
1994-1995,1994-1995_Man City_Man United,24,Man City,Man United,0,3,A,0,3
1994-1995,1994-1995_Man City_Norwich,5,Man City,Norwich,2,0,H,3,0
1994-1995,1994-1995_Man City_Nott'm Forest,7,Man City,Nott'm Forest,3,3,D,1,1
1994-1995,1994-1995_Man City_Sheffield Weds,30,Man City,Sheffield Weds,3,2,H,3,0
1994-1995,1994-1995_Man City_Southampton,11,Man City,Southampton,3,3,D,1,1
1994-1995,1994-1995_Man City_Tottenham,9,Man City,Tottenham,5,2,H,3,0
1994-1995,1994-1995_Man City_West Ham,1,Man City,West Ham,3,0,H,3,0
1994-1995,1994-1995_Man City_Wimbledon,14,Man City,Wimbledon,2,0,H,3,0
1994-1995,1994-1995_Man United_Arsenal,30,Man United,Arsenal,3,0,H,3,0
1994-1995,1994-1995_Man United_Aston Villa,23,Man United,Aston Villa,1,0,H,3,0
1994-1995,1994-1995_Man United_Blackburn,22,Man United,Blackburn,1,0,H,3,0
1994-1995,1994-1995_Man United_Coventry,20,Man United,Coventry,2,0,H,3,0
1994-1995,1994-1995_Man United_Crystal Palace,13,Man United,Crystal Palace,3,0,H,3,0
1994-1995,1994-1995_Man United_Everton,6,Man United,Everton,2,0,H,3,0
1994-1995,1994-1995_Man United_Ipswich,27,Man United,Ipswich,9,0,H,3,0
1994-1995,1994-1995_Man United_Leeds,31,Man United,Leeds,0,0,D,1,1
